,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song
2826,0.559,0.584,-15.341,0.0783,0.0152,0.00561,0.0351,0.861,123.727,3KSVJqsgnuoXamBfXgWvVf,449067,Bobby Thurston,Check Out the Groove
2827,0.789,0.58,-12.002,0.0526,0.0374,0.174,0.182,0.855,105.524,3IV0uSSB1OlX9ruvLSTl6y,264440,Chanson,Don't Hold Back
2831,0.901,0.544,-11.69,0.081,0.0458,0.0173,0.0831,0.967,120.759,0SR35T9DEFJB9e1xwD4ZCq,249453,Con Funk Shun,Too Tight
2832,0.94,0.862,-8.642,0.0715,0.0757,0.0351,0.21,0.745,120.037,1oDcSocNDwLoTq6pNqOCpx,256893,Delegation,Dance Like Fred Astaire
2833,0.782,0.699,-6.846,0.0588,0.00113,0.0729,0.0871,0.612,116.986,7iN9asgmDzvi4Kmeq1g9ET,266002,The APX,Right on Time
2834,0.875,0.858,-7.01,0.0697,0.14,0.000272,0.0994,0.947,118.997,4aNyJg47fvdqZBArPgnsLs,303360,The Emotions,Turn It Out
2838,0.841,0.834,-6.291,0.0616,0.00817,0.738,0.114,0.969,123.005,0XyWggTvbIAlVxyld3EB0P,380488,Babert,Boogie Oogie
2839,0.717,0.918,-4.178,0.0607,0.0194,0.000378,0.356,0.761,118.023,6RzhtRpLzt2ZOAo3OrbdtK,284746,Retrostate,Motherfunk
2840,0.78,0.893,-5.298,0.0856,0.19,0.0019,0.0714,0.945,119.98,7w78Zzs19Mm0hyq9BfAvRq,436240,The Whispers,I Can Make It Better
2841,0.744,0.741,-6.254,0.0468,0.0447,4.23e-05,0.0482,0.925,119.983,5Rz32v8Rv1Lc2oY3YRT6yN,278500,T-Groove,Let's Feel Good
2842,0.838,0.575,-7.165,0.057,0.0331,0.825,0.0374,0.888,117.147,4DDqDPvMZmRbeqATbP65IX,334016,The Family's Jam,Sunnyview
2843,0.801,0.763,-5.513,0.175,0.48,1.81e-06,0.0961,0.707,110.082,4R5rAsVpteFSNGX3FFTllo,201173,Jared Grant,Break Out
2844,0.928,0.399,-10.98,0.189,0.0491,0.36,0.0971,0.647,119.008,1uO2ig6lbLY7E8mDRnF4Xp,343115,Coeo,She Keeps It Good
2845,0.714,0.871,-11.733,0.041,0.124,0.651,0.0666,0.735,114.944,4IjwheUbYaRkoMjrFsmmt9,266693,The Brothers Johnson,Celebrations
2846,0.706,0.554,-11.881,0.0519,0.00169,0.0809,0.0455,0.952,130.301,1grcWuufWEJofCLzNV8oDa,510000,Pure Energy,Party On
2847,0.816,0.778,-8.068,0.031,0.00579,0.00171,0.0645,0.957,124.341,70GAjPsFUwdyokfXlJ9eWG,350040,Deniece Williams,I've Got the Next Dance
2856,0.749,0.805,-7.383,0.049,0.084,0.000774,0.384,0.549,130.009,0in5ogmVlHOOWNHDuUuqPW,259333,Basic Element,Night Eyes
2857,0.672,0.891,-4.866,0.0612,0.000587,0.000157,0.0434,0.93,129.028,5sfDMKGc6wAKRLeU1kNtZf,276733,Bustafunk,Run Baby Run
2858,0.802,0.83,-8.483,0.0496,0.00082,0.227,0.0466,0.767,113.947,0aT3fTNiqk3B3NKEMmNjuL,222400,CHIC,Jusagroove
2859,0.758,0.804,-5.29,0.127,0.00211,0.0052,0.708,0.715,104.941,0GThSVn2XKf33dtBqiaZRE,268547,Candy Dulfer,Summertime
2860,0.848,0.616,-8.819,0.0324,0.0517,6.93e-05,0.291,0.605,116.378,7kWjMQKPoKQ1XBpt47B2hV,365013,Yarbrough & Peoples,Guilty
2861,0.69,0.775,-5.116,0.0306,0.119,0.000533,0.125,0.962,93.241,0kJg1vDAXOvuPUe4bLii7F,249200,The Bamboos,I Don't Wanna Stop
2862,0.779,0.803,-5.907,0.0393,0.361,0.000697,0.0371,0.973,112.049,17YDXy3iaj6De4pcCyxlGB,295133,The Haggis Horns,New York Beat (feat. Lucinda Slim)
2863,0.693,0.737,-5.064,0.0658,0.608,0.00236,0.25,0.77,93.335,4fdCLNJsg5tpFk1ovVdtVl,210871,The Haggis Horns,World Gone Crazy - Single Edit
2864,0.854,0.737,-6.485,0.151,0.142,0.0556,0.129,0.939,114.014,1IJmGHgvAmjw4MF3PAh6rP,288333,B.T. Express,Dancin' Dream
2865,0.702,0.805,-9.095,0.0613,0.213,0.00943,0.344,0.86,119.974,3Av2F30QaWoBIoawoGb5w4,440200,Incognito,Feel the Real
2866,0.683,0.915,-5.076,0.0679,0.0658,0.000976,0.253,0.882,119.862,0W2KbxJQrbg9nVS8oEZ4Bb,293467,T-Connection,Girl Watching
2870,0.962,0.49,-4.542,0.0971,0.0264,0.0,0.0913,0.721,109.969,4MH8LNkeKP9rmcm5QPSA6M,245327,Echo Park,Fiber Optic - Original Mix
2871,0.839,0.734,-8.461,0.0528,0.0974,0.000227,0.325,0.807,107.439,6gs3xeSa7L5o3HV2Hc1jtP,204453,Delegation,It's Your Turn
2872,0.803,0.625,-7.857,0.0404,0.359,0.000876,0.121,0.82,100.298,4IHuMACnW8IMUUVPss9rou,367640,Diana Ross,"It's My House - 12"" Remix"
2873,0.713,0.625,-7.283,0.17,0.539,0.249,0.0353,0.701,117.318,0ufRuWwD0Zi4ILZcd8VBOe,238864,Steve Watson,Born To Boogie
2877,0.919,0.801,-7.684,0.0442,0.017,0.0474,0.0474,0.96,118.358,5OUSkvybahBrvxi4zASNHW,232920,Patrice Rushen,I Was Tired of Being Alone - Remastered
2878,0.72,0.88,-4.687,0.0642,0.0156,0.292,0.259,0.71,114.997,1eEqg0aPf3BoaBl0I4Tuln,213391,Hip Hop Ninja Beats,Retro Funky - Sundance Remix
2879,0.72,0.88,-4.687,0.0642,0.0156,0.292,0.259,0.71,114.997,1eEqg0aPf3BoaBl0I4Tuln,213391,Perséphone,Retro Funky - Sundance Remix
2887,0.947,0.626,-10.106,0.205,0.0227,3.37e-06,0.0853,0.724,100.6,5isA9icHWl2651hvfr1EOV,430013,Grandmaster Flash & The Furious Five,The Message - Extended Version
2891,0.8,0.685,-8.378,0.0384,0.277,0.00175,0.105,0.808,117.939,3e0BAk5D4PVhmU6vCW9ma5,261053,Gwen Guthrie,It Should Have Been You
2892,0.863,0.591,-11.345,0.0935,0.479,0.0112,0.0887,0.839,118.166,4WsNsSFRDC8uXwqjBgN92J,405800,Herbie Hancock,Ready or Not
2893,0.838,0.561,-13.205,0.0606,0.00177,0.258,0.0536,0.633,121.131,3KgByVmDzMkOXwtbqbqjBn,258613,Prince,Sexy Dancer
2894,0.863,0.654,-7.269,0.0693,0.139,0.0,0.0552,0.886,110.024,5067DKpOhNsqobBBJLZCCl,274880,Blacknuss,Last Night a DJ Saved My Life - C&J Mix
2895,0.746,0.632,-9.999,0.0678,0.0031,0.00437,0.0766,0.675,118.111,13v1Af9JJg89oaBIQlyOXy,392160,Goldie Alexander,Show You My Love
2896,0.8,0.775,-3.363,0.068,0.336,0.0,0.271,0.945,125.992,7yuUGBXakKjMjQnQssIP4I,210559,Chromeo,Must've Been (feat. DRAM)
2897,0.678,0.896,-2.812,0.0391,0.00967,0.0294,0.0964,0.894,122.033,0eayB5jay6m21D816D7jF4,259664,Maroon 5,Wait - Chromeo Remix
2898,0.653,0.957,-7.926,0.166,0.00197,0.681,0.0413,0.338,122.022,5yEOPBceI49hbGWr0dAvJN,184918,Yung Bae,Doo Do Dooo
2899,0.698,0.715,-6.149,0.0426,0.00811,0.000209,0.0373,0.754,123.0,2bl9YXEp1rXoVWdjig0RVV,272227,Gizelle Smith,Dust - Dimitri From Paris Vs. Cotonete Remix
2900,0.804,0.674,-12.884,0.109,0.103,0.00321,0.0512,0.899,122.295,6kgxZIqVntV1hmM0IFFnhU,309918,Skyy,Here's to You
2901,0.921,0.821,-8.724,0.0483,0.00574,0.518,0.146,0.856,114.019,6GZgr0uxgqJvO90YxwsuDh,311597,KNG EDITS,Damn Girl
2902,0.817,0.844,-8.286,0.0488,0.00738,0.00103,0.0869,0.841,112.007,2Ce4modheGXCMfQDJxCz2S,286665,KNG EDITS,Got To Get
2903,0.879,0.645,-9.714,0.0534,0.135,0.0282,0.0452,0.883,108.095,2OqvMG9SeCpHWMzqLT17S7,272627,The Gap Band,Disrespect
2904,0.911,0.645,-11.397,0.341,0.00744,0.000137,0.109,0.799,105.48,6DzXw0IEY1ErHfiVagW33j,334000,James Brown,I'm Real
2905,0.806,0.667,-8.55,0.0803,0.621,0.000217,0.156,0.68,109.303,2oadlkk3BsJyYhqcTU2NCz,390933,Roy Ayers,Poo Poo La La
2906,0.825,0.413,-12.95,0.0611,0.0985,0.000111,0.118,0.7,114.141,5uKzCiz5usAXs00aORpYKb,276000,Kashif,Don't Stop My Love
2907,0.882,0.722,-4.826,0.0311,0.107,2.09e-06,0.0779,0.925,115.326,0wn1zutdePYlXV0H8WfQGn,312067,"Evelyn ""Champagne"" King",Back to Love
2908,0.862,0.694,-5.43,0.0695,0.0333,0.636,0.0954,0.94,120.029,43TlXxiuit7oPwcsLcOHhx,344052,The Family's Jam,Boogie Power
2909,0.767,0.79,-5.495,0.0846,0.257,1.01e-06,0.152,0.876,115.03,6CTHTWHKsR1sX7p2tK8AnW,268653,Change,Hold Tight - Full Length Album Mix
2910,0.686,0.77,-8.309,0.0658,0.0748,1.48e-05,0.152,0.827,114.365,6zQOMXcRXHfBPNYmeHdM8p,241293,Cheryl Lynn,Fix It
2911,0.831,0.441,-8.599,0.0554,0.008,1.46e-05,0.0481,0.448,91.848,5hiRBomYkfWP1HdU0Q9yM3,218187,Tuxedo,Holiday Love
2912,0.778,0.765,-5.037,0.0555,0.00575,0.0381,0.112,0.965,130.069,7n4mj8Rm8WJs5cR8z98jC1,446090,The Motet,Get It Right
2913,0.737,0.836,-5.901,0.0673,0.00142,0.0441,0.289,0.543,114.988,0GbrykeJokmauXW8gXrqxe,253320,Bootsy Collins,Snow Bunny
2914,0.795,0.775,-3.941,0.242,0.0426,7.19e-05,0.274,0.684,121.619,5VCZauhZNy2Yr1BA1vaE6T,245063,Mofak,System 2.0
2915,0.822,0.541,-7.298,0.27,0.0181,1.27e-06,0.0504,0.7,113.979,3P923htSqoqLjPOrWa5wI7,255201,Mofak,On the Come Up (feat. Temu)
2916,0.867,0.739,-9.164,0.184,0.00885,0.235,0.111,0.506,111.985,7zlz39rJkM6jKtoT3DEpfD,287690,KNG EDITS,Brown Groove
2917,0.822,0.51,-13.604,0.1,0.0632,0.0019,0.0754,0.913,107.719,6A7XrTqLTMFgDS3bA5pQJh,291480,Gwen McCrae,Doin' It - Remastered Version
2918,0.752,0.783,-4.138,0.0959,0.0422,4.38e-05,0.0365,0.755,105.009,7nkbeuxLBnqw20vknkdeGP,208313,Michele McCain,Slap It Up - China Funk Edit
2919,0.811,0.655,-10.898,0.0927,0.147,0.0,0.0434,0.965,116.646,1Hd1KBv08gIENmYAcFCc6C,214173,Rick James,Big Time
2920,0.756,0.685,-7.508,0.207,0.463,0.0,0.0948,0.802,97.012,5SgbrkqLYvIgYbEhymFiJ6,368227,Rene & Angela,Wanna Be Close To You
2921,0.794,0.844,-3.222,0.0904,0.123,3.16e-06,0.0988,0.794,119.989,1L73UeytIAF3mkd8DA1hZt,201960,Nile Rodgers,Do You Wanna Party
2922,0.781,0.861,-11.037,0.0359,0.0133,0.154,0.319,0.908,125.544,2eBLSi3lxme4eab35951j0,256627,The Emotions,I Should Be Dancing
2923,0.864,0.621,-8.698,0.0726,0.291,0.00194,0.0869,0.817,113.02,4jR6GYcbOvvAROFXn9VFXm,292093,Cool Million,Naughty Girl
2924,0.811,0.757,-4.506,0.113,0.0381,0.000344,0.106,0.857,118.036,1xDpgEqu1Bmp8VP9p4GOFR,333853,Breakbot,Don't Stop the Dance (feat. Delafleur) - Dildo Disco Mix
2925,0.779,0.623,-12.584,0.0392,0.0761,0.00158,0.317,0.785,115.129,13rK1GJioQ9CPnQZGrwByx,217667,Rene & Angela,When It Comes To Love
2926,0.722,0.835,-6.223,0.0417,0.198,0.07,0.0727,0.934,124.983,2K0cOUH2HZwQKtKMadUL09,510396,YOUR SONG IS GOOD,On (2019 Sessions)
2927,0.809,0.792,-3.768,0.0385,0.0299,0.272,0.066,0.919,116.014,3KihGfmADhGI6nbo6fCwrV,194483,XL Middleton,Can't Help the Way I Feel
2928,0.752,0.784,-10.921,0.0396,0.187,0.000909,0.102,0.926,104.375,5OVto0axRHGWAAWOCf6cZD,348653,Gayle Adams,I Loved Every Minute of It
2929,0.715,0.811,-4.783,0.121,0.0257,0.000237,0.0683,0.552,117.013,36fB3anNFgFwVrO9B6bYKO,292409,Quincy Jones,Keep Reachin' (feat. Chaka Khan)
2930,0.761,0.626,-9.559,0.0556,0.0546,0.0486,0.103,0.684,114.929,5Z6QjW9L5SNC6bFzHDJ93G,247467,CHIC,Doin' That Thing to Me
2931,0.863,0.413,-10.868,0.066,0.016,2.08e-06,0.0986,0.93,115.009,2hrTxQzZ93Kza1Rsy4Bggy,188887,Neon Valley,Valley Girl
2932,0.748,0.81,-5.836,0.0633,0.0556,0.0,0.102,0.716,116.921,7irxgIZPujseydOU1F9DGr,168411,The APX,Your Touch
2933,0.911,0.681,-2.995,0.0582,0.218,0.0031,0.0585,0.894,117.976,6oodcUa5wcH7TAMVUW196Y,192747,Tuxedo,The Tuxedo Way
2934,0.77,0.661,-7.677,0.045,0.000393,0.198,0.0731,0.607,115.989,057do0kA5uqQLBJubItgCh,427500,Dr Packer,Disco Lovin'
2935,0.748,0.646,-7.601,0.045,0.0608,0.0221,0.313,0.771,91.972,6puGnKlOsMcu5SkcEEdHkg,212027,The Aquaducks,Got Me Funked Up
2936,0.814,0.841,-4.297,0.0478,0.309,0.0105,0.0355,0.871,120.05,5GGYQ6LWLMLWQTvaGU9StD,301827,Finis Henderson,Skip To My Lou
2937,0.775,0.807,-8.592,0.0515,0.2,0.11,0.0911,0.723,114.888,5ru1X3YMdHWPjq4xkrDZhE,354213,Lord Echo,The Sweetest Meditation
2938,0.736,0.692,-9.629,0.0447,0.00403,0.0206,0.0941,0.898,122.261,4d0UM1L06EmBBc9c8Ulv5R,300827,Harvey Mason,On and On
2939,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,1vxw6aYJls2oq3gW0DujAo,177466,Gnarls Barkley,Crazy
2940,0.883,0.807,-6.456,0.119,0.00222,0.664,0.0933,0.863,122.013,2A1xJI2naUT75RwcWXSuWG,414560,A Tribe Called Quest,Bonita Applebum - Sir Piers and Si Ashton's Curious House Mix
2941,0.841,0.439,-9.794,0.0546,0.416,0.0333,0.104,0.644,119.968,3oUoilK1ME1ssiJAIYYIiN,258422,Ed Motta,Your Satisfaction is Mine
2942,0.8,0.66,-8.414,0.0588,0.0214,1.29e-05,0.0373,0.774,113.021,0FUJptwgqsCYJhBnuaMDpL,184021,Happy Daggers,Hold It Down
2943,0.631,0.756,-4.428,0.0328,0.122,0.816,0.0626,0.296,120.021,0k7jQIz3bZBeeCwmBFZzOS,166506,Yung Bae,Sometime
2944,0.562,0.736,-5.367,0.14,0.0883,0.0401,0.0874,0.749,202.06,2hL3L0GyQcPxoWpzXOERbw,288046,IGBO,Something to Do
2945,0.899,0.721,-3.547,0.0547,0.0671,5.35e-06,0.0609,0.768,105.024,4i9EptbbPDT78SuqC7Eku7,223000,Tuxedo,Dreaming in the Daytime (feat. MF DOOM)
2946,0.792,0.648,-13.976,0.0585,0.0283,0.000886,0.276,0.797,105.004,6CUb1VKZF3rrA91nUhcJUA,347690,The Funk Revelation,Keep on Keeping on
2947,0.785,0.392,-14.076,0.0371,0.00207,0.443,0.0703,0.946,110.849,6DvuWcpLYss7raEMSSguaY,349467,The Whispers,Keep On Loving Me
2948,0.935,0.382,-8.85,0.263,0.0361,0.606,0.0607,0.485,110.967,2ZIWyG9m0uelT1MIwf9Qtk,168070,Bougito Fonkmaker,Funkistaff
2949,0.895,0.556,-11.557,0.271,0.0711,0.0,0.0921,0.488,100.017,7JhEVrpdu86o1Zej0yhHEe,222560,J.Locc,"Don't Know One (feat. Foesum, Trip Locc & Bokie Loc)"
2950,0.845,0.582,-4.313,0.0605,0.0307,0.00045,0.0483,0.731,109.969,6PKu1kzQvLmyPZwLv7Czcj,197727,Butter,Blame It on the Funk (feat. Ivan Makvel)
2951,0.832,0.819,-5.19,0.0892,0.135,3.22e-05,0.908,0.848,117.054,1CVrid3QsfM8keCSAI50C4,383667,Bootsy Collins,Groove Eternal (feat. One & Bobby Womack)
2952,0.759,0.799,-9.333,0.0477,0.0588,0.00184,0.126,0.899,117.678,54apgnP49s2EriTJPUxsgW,364407,Burazazu Wakai,Right Time
2953,0.753,0.618,-12.236,0.1,0.31,0.0,0.0499,0.785,116.178,5ucIh5Shb9WPimGXDCaj0n,240013,Gwen McCrae,All This Love That I'm Givin'
2954,0.892,0.593,-9.429,0.0405,0.2,0.000339,0.0996,0.867,120.979,5CLozJK4pKWoPpFf2Z1Mye,293227,Commodores,Lady (You Bring Me Up)
2958,0.671,0.69,-9.089,0.0335,0.175,0.00217,0.187,0.875,116.133,6bJGULOowvaqs5t1VSuDCw,194493,Chaka Khan,Fate - WSM Compilation Edit
2962,0.716,0.85,-9.949,0.0426,0.0631,0.00133,0.189,0.821,125.474,0dMd4rilfd6gPbXaLpNYhu,222600,Stevie Wonder,Higher Ground
2971,0.783,0.737,-5.002,0.0597,0.076,0.0173,0.033,0.811,117.296,7yi6ExUutNRVa8KPgIiprd,412640,CHIC,I Feel Your Love Comin' On
2972,0.736,0.634,-8.582,0.0266,0.0316,0.000239,0.363,0.838,109.333,22P9q4YxqhWcTOVMar9TT0,225427,Sly & The Family Stone,"Ha Ha, Hee Hee"
2973,0.733,0.716,-14.626,0.0432,0.144,0.033,0.0688,0.879,99.563,1BtBvLfVKCUqxi13inMJep,316307,Deodato,Skatin'
2974,0.739,0.842,-5.994,0.0701,0.512,8.37e-06,0.0807,0.939,116.26,5EvzjUvSnHIqYhnTA8XhzI,285067,Sérgio Mendes,The Real Thing
2975,0.801,0.732,-6.216,0.0453,0.0165,0.788,0.214,0.887,108.01,01DrXj5EAlZOeRUXihgtQE,263859,Poolside,Which Way To Paradise
2976,0.839,0.606,-11.198,0.0318,0.0495,0.0976,0.0897,0.959,112.967,5o52ef5vqoDQ2BQz8BEVWP,238947,Herbie Hancock,Motor Mouth
2977,0.887,0.624,-10.899,0.0708,0.252,0.000101,0.0612,0.916,114.575,6PIzIjWJGMTOXgzELTrXgD,303107,The Whispers,Contagious
2978,0.805,0.915,-5.676,0.0523,0.273,0.0236,0.4,0.884,120.7,4TFLjF10Qfg6Uz6CADEZDB,373533,Vernon Burch,Never Can Find The Way (Hot Love)
2982,0.632,0.928,-8.345,0.0604,0.0541,0.106,0.519,0.703,109.098,51q3nDYWAqPY4hlgKEbP6j,330933,Janet Jackson,Rhythm Nation
2983,0.827,0.896,-10.543,0.0452,0.0331,0.142,0.0961,0.914,126.011,3IaXRuWeQIUTLUvbJ6KzCe,302904,Los Charly's Orchestra,It's So - Classic Vocal Mix
2984,0.917,0.493,-8.633,0.0387,0.459,2.86e-05,0.0983,0.921,120.992,1gJvChg4l4OfnOhN1K8DrX,235500,Peven Everett,Heat Up - Radio Edit
2985,0.89,0.566,-9.145,0.148,0.0842,0.00178,0.0762,0.726,115.846,4iqLGL4HKpf46H8SEYizHT,194680,Stone paxton,Feel the Groove
2986,0.84,0.722,-9.448,0.064,0.337,0.00456,0.0799,0.903,115.611,25KtcsHvLIeNuu03u7S8Jn,324093,The Ritchie Family,I'll Do My Best
2990,0.848,0.698,-10.753,0.0432,0.0502,0.0111,0.0321,0.955,118.786,4oXw1Y0Qd1IqfPhHlMHfQI,246257,The Blackbyrds,Don't Know What To Say
2991,0.894,0.514,-14.14,0.0648,0.0354,6.36e-05,0.153,0.89,119.174,05NdLBmUVkXlBpel2QR07Y,285373,Kool & The Gang,Steppin' Out
2995,0.8,0.69,-8.232,0.0923,0.165,0.0617,0.901,0.817,116.765,7w4gYaZNBr3bybdPT5dajg,323187,Tom Browne,Let's Dance
2996,0.835,0.439,-11.848,0.0364,0.0415,0.203,0.0426,0.919,111.702,2q2xdlJHJIx7MdeWkle3iJ,561707,Surface,Falling In Love
2997,0.77,0.651,-6.102,0.178,0.0176,0.0,0.57,0.677,120.038,7rRNKgLNAcLJDU00HHBKAo,243000,Mumu Fresh,Lets Eat
2998,0.739,0.487,-10.449,0.0455,0.338,0.0101,0.121,0.924,114.123,4EoksISB2vqoRmbKyFms3x,262773,Patti LaBelle,When Am I Gonna Find True Love
2999,0.946,0.714,-4.598,0.0999,0.00658,0.0761,0.059,0.823,113.049,7gWTNLC7MX5L9Ii2Ojggto,324078,Lettuce,Royal Highness
3000,0.859,0.846,-5.708,0.0852,0.0496,0.257,0.0781,0.592,129.992,5UPd95cVd4mIh8psFTniGL,344491,Victor Wooten,Funky D
3004,0.842,0.66,-12.337,0.0527,0.0067,1.32e-05,0.0478,0.856,116.846,1WkCr9vbXVzqr9un9Cq3pb,371970,Crown Heights Affair,Use Your Body & Soul
3008,0.746,0.795,-4.876,0.0357,0.027,0.0,0.0577,0.965,115.979,77zoEQ6XBqLuACNU2AVhcj,215947,I Don't Like Mondays.,FIRE
3009,0.692,0.648,-4.56,0.426,0.0895,0.0,0.469,0.58,114.579,7LN4BxTV0mhLqO0O6Gof2Q,238865,DiRTY RADiO,Pleasures
3010,0.839,0.543,-8.397,0.0477,0.00787,0.469,0.0453,0.938,116.212,3AkDr0ZtXdu732TlsxpgGZ,379400,Patrice Rushen,Get Off (You Fascinate Me)
3011,0.781,0.814,-5.645,0.0615,0.0122,0.0,0.278,0.705,116.034,5chpgFCmLTsloXge7SXUvj,273003,Bennson,Whatever It Is
3012,0.812,0.789,-6.283,0.164,0.216,8.13e-05,0.0393,0.91,119.116,7zDEllvHX8pVRAY7GjOaLH,160111,Tuxedo,Thank You
3013,0.767,0.475,-16.627,0.0568,0.01,0.422,0.0389,0.802,102.873,7fZwdiPlji1ZSPfS5PUOs3,388067,Bobby Thurston,I Know You Feel Like I Feel
3017,0.783,0.77,-6.001,0.127,0.162,5.99e-06,0.042,0.961,114.649,6tPZXUoa0XZ6laQVauZ87G,360704,Dynasty,Do Me Right
3018,0.717,0.792,-6.682,0.0644,0.117,0.00113,0.0842,0.896,106.391,2wSwWfqpMBkHBOkb6cCB7o,331893,Leroy Hutson,Classy Lady - Remastered Version
3019,0.797,0.911,-4.857,0.0477,0.24,0.000356,0.14,0.917,110.639,1JiTMxcwT0CWIqRKEyVfHb,355507,Midnight Star,I've Been Watching You
3020,0.787,0.686,-5.697,0.0552,0.00855,0.000601,0.268,0.946,115.048,3ukFeTZCrMZXAZMHvBQVSL,394000,The Motet,Supernova
3021,0.728,0.724,-10.002,0.0569,0.0562,0.0049,0.167,0.893,123.724,6EFqWKqtGDFWbdgxvaII9I,317733,Tina Fabrik,Non Stop
3022,0.864,0.884,-7.876,0.0688,0.0888,0.0373,0.109,0.913,117.207,4u2JAhrdFcjjF97u2mTCIY,409627,Mantus,Boogie to the Bop
3023,0.843,0.674,-11.252,0.124,0.00315,0.00028,0.162,0.818,115.115,5o4uR9SWoccb7qJ8rUZYD5,413200,Toney Lee,Reach Up
3024,0.788,0.816,-10.562,0.0489,0.0661,0.0845,0.198,0.808,118.798,52nlBTkNB66DOyWLCpj30o,503250,Symba,Body Bait
3025,0.883,0.819,-7.917,0.064,0.0103,0.565,0.0738,0.767,116.749,0hDFf2UiiYnmF3qadlqvWZ,217427,The Reddings,Funkin' On the One
3026,0.768,0.719,-8.086,0.0335,0.276,0.271,0.279,0.551,104.067,5AGKCPnzHCxHvdDwqJ03PD,281200,Run N' Fly,Devon
3027,0.697,0.586,-11.421,0.0559,0.00145,0.00886,0.177,0.926,122.904,4AUljcdDwHyQiJbFR7QHbB,317387,Unlimited Touch,In the Middle
3031,0.785,0.877,-2.917,0.0995,0.0418,0.0,0.187,0.787,113.139,1oz2ikzPTFrGHt0VDyuTc5,245267,R. Kelly,She's Got That Vibe - Radio Edit
3032,0.856,0.511,-10.413,0.0365,0.386,0.0334,0.0985,0.942,114.985,2IFaUS63AIAr9P46W1lEwt,327399,Parcels,IknowhowIfeel
3033,0.635,0.773,-5.227,0.0772,0.129,6.98e-06,0.0562,0.659,93.107,3s5dXFe9vDNVhLg332B0Yy,239600,Electro Deluxe,Staying Alive
3034,0.858,0.671,-9.425,0.0538,0.233,0.00243,0.0609,0.926,122.931,7IOFNCLhwQh431C0SLNZUy,326707,High Fashion,Hold On - Remastered
3035,0.869,0.492,-8.159,0.0449,0.00164,0.874,0.0819,0.955,113.974,3iT1yduEZFXG73HqZoBMMJ,240427,Misumami,Prove Your Love (Instrumental)
3036,0.706,0.854,-7.368,0.0306,0.0221,0.000116,0.267,0.56,114.736,4iAi0sRYCEkeC7wNFvEJ7C,202764,Don Blackman & The Family Tradition,Just Can't Stay Away
3037,0.677,0.734,-7.352,0.141,0.0236,0.0,0.327,0.57,116.2,1BWnAnHrIjRsOb4F9xC0P7,411566,Rafael Cameron,Desires
3038,0.787,0.822,-6.542,0.0659,0.105,1.79e-05,0.223,0.785,119.981,6QfeBNCYnDmlvH6M1HwodS,268000,Brooklyn Funk Essentials,Watcha Want From Me
3039,0.907,0.624,-11.075,0.0679,0.0252,0.175,0.367,0.72,117.0,604xFnl666iRnaJcFZfdXj,329111,Fouk,Aldo Raine
3040,0.899,0.865,-6.076,0.105,0.0179,0.3,0.098,0.745,108.974,5Tg3QZ70kWcZ8VXNTfNa6Z,313120,James Brown,Static - Full Force Remix
3041,0.841,0.77,-5.482,0.139,0.0484,0.000201,0.158,0.708,130.021,5nBgM7vUM7w9bNKW2MFZhH,231964,Brooklyn Funk Essentials,Funk Ain't Ova
3042,0.86,0.569,-7.221,0.0828,0.0413,0.34,0.0857,0.36,109.078,09iktHjNiTzCX6YT5XKScx,216149,Dabeull,Day & Night
3043,0.773,0.637,-7.397,0.0825,0.049,0.841,0.0435,0.748,80.02,4MYW1nmS6luqgtHcqHqHYA,207066,Dabeull,Last Night
3044,0.864,0.67,-6.096,0.119,0.331,0.00153,0.0989,0.725,110.996,4W7ufKYw8AUdwoJV7CvMRg,255579,Dabeull,DR. Fonk
3045,0.813,0.81,-7.23,0.138,0.144,7.23e-05,0.628,0.803,125.008,43wTrgoJkh1Ui6n1AHHVqu,240400,Victor Wooten,Natives
3046,0.732,0.723,-7.05,0.0356,0.00012,0.0419,0.0602,0.379,114.976,7q9gjDKzSNxlZEdJgEfDJr,489836,80’s Child,Secret Love
3047,0.884,0.462,-15.457,0.269,0.0188,1.39e-05,0.0416,0.844,109.483,0Ap7djMNcOo3jQOUcHKoty,296147,DJ Jazzy Jeff & The Fresh Prince,You Got It (Donut)
3048,0.848,0.899,-6.617,0.0713,0.272,0.0799,0.0458,0.963,114.732,77vBO2uzOCD0x7wOpio1T6,290053,Starpoint,Breakout
3049,0.661,0.799,-6.629,0.0764,0.0931,0.0,0.0711,0.942,100.598,4nLLKyKotcbDDRquixuwWT,216320,The Real Thing,"Someone Oughta' Write a Song (About You Baby) - 7"" Version"
3050,0.579,0.778,-7.075,0.0819,0.171,0.0,0.148,0.778,107.742,6iiNlm2qWQhYzBDFmgsDYS,328307,The Real Thing,Saint or Sinner
3051,0.803,0.682,-9.52,0.0404,0.0229,0.00155,0.0416,0.912,122.763,1tML0YUJSCGxntmHiADV4i,322547,The Real Thing,She's a Groovy Freak
3052,0.85,0.513,-10.663,0.0513,0.0624,0.00249,0.0689,0.623,99.01,5A0aUvnfAEcmUx3hoXjI8R,278333,SWV,I'm So Into You
3053,0.794,0.618,-8.7,0.056,0.0072,0.0,0.104,0.606,114.054,6rzkb1XbBZC6N8yjVx9l9D,208765,Goodfoot,The One
